;Afghanistan;Albania;Algeria;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cambodia;Canada;Cape Verde;Cayman Islands;Central African Republic;Chad;Chile;China;Colombia;Comoros;Congo;Cook Islands;Costa Rica;Côte d'Ivoire;Croatia;Cuba;Cyprus;Czech Republic;North Korea;Democratic Republic of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Falkland Islands (Malvinas);Micronesia (Federated States of);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;Hong Kong;Hungary;Iceland;India;Indonesia;Iraq;Ireland;Iran;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macao;Macedonia (Republic of);Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mexico;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands Antilles;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Norway;Occupied Palestinian Territory;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Bolivia;Poland;Portugal;Qatar;Cameroon;South Korea;Moldova;Réunion;Romania;Russian Federation;Rwanda;Saint Helena;Saint Lucia;Samoa;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;Spain;Sri Lanka;Saint Kitts and Nevis;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syria;Taiwan;Tajikistan;Thailand;Timor-Leste;Togo;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Uganda;Ukraine;United Arab Emirates;United Kingdom;Tanzania;United States of America;Uruguay;Uzbekistan;Vanuatu;Venezuela;Viet Nam;Wallis and Futuna Islands;Yemen;Zambia;Zimbabwe;KP Annex B;Non KP Annex B;OECD;Non-OECD;EU28;Africa;Asia;Central America;Europe;Middle East;North America;Oceania;South America;Bunkers;Statistical Difference;World
1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
1990;;0.18923;;;;;;-3.6604;1.3948;;32.4307;-26.0767;28.9965;;0.80966;-4.3969;;44.581;-35.053;;-0.32341;;;;0;-27.1696;;1.8732;16.2626;-0.21884;;-0.70393;-28.61;;;;;0.89982;159.3885;-6.6606;;;;-2.1994;-1.0955;2.0618;;-1.0211;13.2931;;;-8.3599;;;-0.25459;0.16467;-7.132;-1.505;;;5.452;-0.92849;;;;;-23.3151;-100.3225;;;;;6.4695;-146.3806;-1.039;;-13.2445;;;;-1.628;0;;;;-0.73699;-60.7244;-16.5763;;6.9717;6.5559;;-6.9791;10.1828;-13.9231;-126.0098;0.57101;-166.8371;-5.6985;-13.0659;-2.4457;;0.1464;-2.7846;-0.36667;-1.876;;;;;;-4.4;0;;;-0.43867;-0.85891;-12.8781;;;-1.0532;;;;-1.2095;-2.3059;1.089;;;-8.9099;-2.2934;;0;;-0.49974;;-39.8811;;-1.6883;-0.49575;;3.7848;;-8.9431;;-1.6855;-4.6381;;-0.13816;;-1.3645;-2.4855;-20.2653;0.11867;53.9966;-7.1412;0.6312;-0.67943;-72.7629;;;13.9966;490.7088;0;;;;;15.8269;-0.16821;;;;-26.7661;-10.7392;-0.83856;;;93.7742;-36.2048;-2.4936;;;;;;;-28.037;-41.0755;;-50.7195;;-30.9135;;-0.34814;;5.1834;-2.9955;-65.9443;;;-0.81986;204.4999;-1.5268;-66.402;-1.4155;72.4914;-0.88116;;;27.9621;-2.0705;;;-0.50525;-2.5931;-40.4335;40.4335;-915.0878;915.7235;-594.8489;73.0863;-198.3872;4.2936;104.4978;-40.742;40.89;30.0264;-13.658;0;0;0
1991;;-0.30839;;;;;;-5.8803;1.5634;;33.1047;-24.2103;35.219;;0.10497;-4.8971;;34.5163;-32.9401;;-0.33044;;;;0;-22.7988;;1.4958;16.7585;-0.22279;;-0.76287;-36.0542;;;;;0.095169;206.004;-4.9011;;;;-1.8945;-1.0905;1.5061;;-0.67511;20.0969;;;-1.3212;;;-0.18645;0.043669;-1.2396;-1.4242;;;2.2157;-1.0011;;;;;-18.7857;-87.3356;;;;;4.6889;-133.6235;-1.0723;;-12.1141;;;;-1.6621;0;;;;-0.75866;-66.0763;-12.3931;;25.5802;15.4281;;-7.6921;10.9359;-14.1295;-120.5912;0.78391;-172.8701;-4.5372;49.8945;-2.5993;;-7.9229;-3.2494;-0.407;-1.742;;;;;;-5.4019;0;;;-0.42827;-0.83984;-8.3727;;;-0.94738;;;;-1.2856;-6.7132;3.7715;;;-7.7138;-2.1771;;0;;-0.57641;;-40.0166;;-1.1887;-0.58777;;2.9542;;-7.8206;;-2.1469;-3.0079;;0.22572;;-1.4726;-2.8642;-18.0399;0.12967;36.4793;-7.4086;1.4996;-0.74415;-70.8865;;;13.3287;325.1218;0;;;;;21.6948;-0.16696;;;;-28.9164;-3.295;-1.1752;;;87.8988;-31.796;-2.8559;;;;;;;-26.5065;-41.0312;;-40.3346;;-23.9958;;-0.36862;;5.9047;-1.8217;-55.9739;;;-0.83126;169.022;-1.3997;-65.4013;-1.5028;102.0209;-0.8576;;;17.5735;-1.9122;;;-0.73518;-2.1229;-173.6861;173.6861;-839.2611;839.8872;-544.9871;77.872;-38.7164;1.5389;-61.1725;-47.4784;58.4411;31.0235;-21.5013;0;0;0
1992;;-0.37268;;;;;;-9.2003;1.4315;;35.469;-31.3712;43.4658;;-0.32781;-5.5951;;46.4368;-50.72;;-0.32999;;;;0;-21.1461;;1.0922;15.2918;-0.23427;;-0.8221;-35.5537;;;;;-1.1195;148.1486;-6.6978;;;;-1.9334;-1.9569;-1.4745;;-1.5097;-2.2818;;;-10.1264;;;-0.21997;1.5593;-7.3934;-1.574;;;-1.5332;-1.0966;;;;;-47.4394;-135.7273;;;;;5.8261;-238.9541;-1.0997;;-18.832;;;;-2.044;0;;;;-0.86976;-69.6129;-29.8745;;16.6365;15.0759;;-9.1773;10.22;-16.0106;-167.2167;1.1449;-248.0787;-4.866;103.0907;-3.0103;;-5.4612;-6.5914;-0.43302;-3.8466;;;;;;-29.1912;0;;;-0.46094;-0.83282;-10.1851;;;-1.0947;;;;-1.3915;-11.7263;2.0922;;;-11.2058;-2.0595;;0;;-0.56473;;-68.8219;;-0.56242;-0.73307;;4.8819;;-16.4715;;-2.1651;-5.3208;;0.7324;;-1.5329;-3.0105;-26.8473;0.10304;18.9072;-9.2643;3.631;-0.53818;-99.5547;;;13.0196;1184.3953;0;;;;;22.9001;-0.23397;;;;-35.8949;-5.231;-5.0627;;;78.632;-44.328;-2.7985;;;;;;;-36.3066;-47.9704;;-75.6245;;-48.295;;-0.41379;;5.7183;-6.402;-82.7208;;;-0.87664;133.8078;-2.5039;-97.1388;-1.5116;25.4091;-0.94353;;;10.6602;-1.9108;;;-0.69617;-1.2512;32.7493;-32.7493;-1489.3904;1490.3846;-999.3053;48.9472;-252.8743;-1.6931;302.354;-75.9799;-22.7708;33.9295;-31.9054;0;0;0
1993;;-0.30359;;;;;;-7.9916;0.84464;;38.5809;-27.1893;24.5349;;0.94442;-5.3919;;40.5126;-42.5851;;-0.30617;;;;0;-19.1731;;0.47841;12.9047;-0.23547;;-0.83413;-23.1713;;;;;-1.3642;158.3581;-6.8231;;;;-1.8195;-1.4386;-1.1052;;-0.53593;7.4768;;;-5.8234;;;-0.0085521;1.0034;-1.9147;-1.375;;;-0.2336;-1.0667;;;;;-27.5692;-116.0666;;;;;1.8484;-204.0638;-1.0473;;-14.6455;;;;-1.8528;0;;;;-0.84713;-63.3826;-21.4806;;37.466;21.1979;;-6.9349;27.3232;-14.0976;-123.9393;0.69683;-228.2994;-4.4087;39.6536;-2.5504;;-2.4782;-4.6982;-0.46093;-2.4225;;;;;;-13.6671;0;;;-0.50356;-0.91696;-1.5857;;;-1.0046;;;;-1.4447;-10.9093;3.5959;;;-8.4646;-2.2778;;0;;-0.61013;;-48.5776;;-1.003;-0.65705;;3.1116;;-11.6669;;-2.4776;-4.7309;;0.53392;;-1.3168;-2.6046;-21.8149;0.30046;29.2533;-9.1726;3.7404;-0.54745;-76.9457;;;11.8241;746.1174;0;;;;;22.071;-0.23273;;;;-33.0969;-3.9047;-3.5083;;;88.5597;-32.9667;-3.0178;;;;;;;-29.404;-42.4971;;-53.0435;;-30.7656;;-0.41995;;4.3264;-3.4545;-57.9928;;;-1.0604;122.0106;-0.67112;-76.2587;-1.5192;66.6005;-1.1597;;;15.3014;-2.4384;;;-0.86408;-1.1533;-84.0843;84.0843;-1120.3597;1121.0559;-751.6004;67.079;-190.4826;-0.83256;104.6269;-25.2405;31.6659;36.7308;-23.5396;0;0;0
